Last Seen Month,Region,Site,Business Category,Project No.,Capital Classification Code,Firm,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,J,A,S,O,N,D,J,F,M,A,M,J
2019-07,Market F,Plant E,Category B,A.03124,02,99.9,73.9305,74.9795,80.223796694,80.018,79.219,79.21900000000001,79.21900000000001,79.21900000000001,79.21900000000001,79.21900000000001,79.21900000000001,79.21900000000001,5.504,10.727,41.249,21.739,0,0,0,0,0,0,0,0
2019-07,Market F,Plant E,Category B,A.03133,02,99.9,64.35000000000001,65.3089,65.136541522,68.55,67.424,67.424,66.906,66.906,66.906,66.906,66.906,66.906,5.539,9.394,6.386,3.103,42.484,0,0,0,0,0,0,0
2019-10,Market F,Plant E,Category F,A.03147,03,,0,,,1.331,1.331,1.3310000000000004,1.3310000000000004,1.3310000000000004,1.3310000000000004,1.3310000000000004,1.3310000000000004,1.3310000000000004,4.99,-3.659,0,0,0,0,0,0,0,0,0,0
2019-07,Market F,Plant E,Category C,A.03202,04,59.4,174,178.74699999999999,178.74699999999999,180.656,180.656,180.421,164.582,164.582,164.582,164.582,164.582,164.582,0,3.066,162.941,0,5.82,-7.245,0,0,0,0,0,0
2019-10,Market F,Plant E,Category D,A.03224,01,,0,,,-0.295,-0.295,-0.422,-0.422,-0.422,-0.422,-0.422,-0.422,-0.422,0,0,-0.295,0,-0.127,0,0,0,0,0,0,0
2019-07,Market F,Plant E,Category C,A.03235,01,3150,3150,2310,2371.05,2400,2478,2486.62,2505.913,2510.0780000000004,2410,2411,2422.6,2405.6070000000004,202.119,319.123,1019.615,357.694,93.58,258.551,25.416,46.704,42.498,40.3,0,0.007
2019-07,Market F,Plant E,Category B,A.03272,01,,64.3,65.1811,65.151407761,65.736,65.064,67.026,67.258,67.258,67.258,67.258,67.258,67.258,8.275,3.564,4.211,8.029,40.521,2.658,0,0,0,0,0,0
2019-07,Market F,Plant E,Category E,A.03273,04,12000.000600000001,11970,11997,13400,13400,13400,15890,15752.984,15798.477,15795,15791,16500,15715.018,2123.831,199.286,1127.865,1244.664,2402.001,2777.754,2221.602,600.352,1445.175,260.824,296.515,1015.149
,Market E,Plant D,Category C,,01,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,
,Market E,Plant D,Category C,,01,,,,,,0,144,144,144,144,144,0,145,,,,,,,,,20,,125,
,Market E,Plant D,Category C,,02,1600,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
,Market E,Plant D,Category C,,01,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2020-01,Market F,Plant E,Category F,A.03287,03,,,,,,,,,,2.208,2.208,2.208,0,0,,,,,,,,0,0,0,0
2019-07,Market F,Plant E,Category B,A.03318,02,19399.5,24415,24400,21978,20343,20052,19037.876,18803.6,18465.445999999996,18099,17936,17839.5,17853.045000000002,11.552,492.066,1265.512,116.258,520.441,4126.051,674.862,3920.568,3562.507,1783.131,873.968,506.129
2019-07,Market F,Plant E,Category D,A.03339,02,585,558.3564,492.24600000000004,504,513.927,519.9,519.3197,554,559.788,576,577,593,527.428,-72.229,134.942,137.799,19.049,20.628,148.778,53.479,56.358,-0.028,0,0,28.652
2019-07,Market F,Plant E,Category D,A.03350,01,,38.926,38.926,38.926,39.681,95.008,122.8,122.8,122.15,122.15,122.15,122.15,122.15,20.899,0,0,55.581,0,45.67,0,0,0,0,0,0
2019-09,Market F,Plant E,Category F,A.03358,03,,0,,,3.82,3.82,3.82,3.82,3.8200000000000003,0,0,3.8200000000000003,3.8200000000000003,14.196,-10.376,0,0,0,0,0,0,0,0,0,0
2019-07,Market F,Plant E,Category B,A.03366,01,2700,2462,2484,2002.5,2000,2100.15,2099.569,2099.569,2099.8847,2017,2038,2082.969606508,2051.559,175.639,151.967,395.42,545.237,67.675,227.338,127.988,104.169,127.942,7.929,119.6,0.655
2019-07,Market F,Plant E,Category D,A.03373,01,,22.898,22.898,22.898,48.325,48.325,47.982,47.982,47.982,47.982,47.982,47.982,47.982,4.284,6.195,12.491,25.012,0,0,0,0,0,0,0,0
2019-07,Market F,Plant E,Category C,A.03394,01,270,160,161.2174,161.2174,162.536,161.735,161.735,160.016530361,160.08,160.08,160.08,151.666693395,160.08,15.934,14.235,73.09,0,0,48.411,0,0,0,0,8.41,0
2019-07,Market F,Plant E,Category B,A.03395,02,299.7,550.4553,550.4553,299.7,299.7,299.7,250.548,248,75.342,100.182,100.182,83,100.184,0,44.361,17.94,0,13.042,-0.001,0,0,-0.992,0,9.016,16.818
2019-07,Market F,Plant E,Category D,A.03453,04,1350,1369.7316,1389.15,1389.15,1404,1384.02,1217.7,1187.1000000000001,707.1188,81.518,109,81.331480913,81.518,0,0,7.181,0,0.112,65.027,9.198,0,0,0,0,0
2019-07,Market F,Plant E,Category D,A.03470,01,450,450,490.5,508.5,523.717,508.242,514.889,569,569.434,606.627,606,599.0483616800001,604.0990000000002,25.642,97.245,53.504,260.484,7.047,26.555,0,0,128.606,0,7.82,-2.804
2019-07,Market F,Plant E,Category C,A.03489,01,1080,1080,1090.8,1090.8,1025.837,1025.837,1024.771,1016.171089553,1017.7767,1017,999,995.3415608489997,1016.3340000000001,98.698,98.698,0.034,80.476,102.013,321.327,7.873,141.897,129.503,3.216,0,32.599
2019-07,Market F,Plant E,Category F,A.03497,04,667.5,484.2,490.95,490.95,491.38,425.762,289,289,287.9037000000001,287.9037000000001,287.5,321.228210723,287.571,0,8.289,8.452,228.217,13.808,6.851,0,3.031,18.923,0,0,0
2019-07,Market F,Plant E,Category C,A.03534,01,495,603,606.6,606.6,644.283,644.283,644.283,637.6562327060001,639.0302,639,620,598.0828914840001,637.788,81.818,81.818,0.038,31.942,12.641,217.935,23.669,61.668,80.504,2.878,0,42.877
2019-08,Market F,Plant E,Category B,A.03560,01,2000,4000,4320,4999.5,4999.5,4999.5,4999.5,4500,4499.7775,4400,4501,4430.039198552001,4351.8859999999995,0,0,0.108,64.176,110.401,745.487,582.475,639.484,1341.561,196.101,410.153,261.94
2019-08,Market F,Plant E,Category D,A.03571,01,300,304.387,309,1440,1440,1401.03,1201.5,1144.899871866,1260.8279,1260.374,1153,1155.583879745,1283.23,0,0,0,26.031,15.704,95.867,224.962,124.794,657.373,10.391,0,128.108
2019-08,Market F,Plant E,Category D,A.03571,01,100,101.462,102.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08,Market F,Plant E,Category D,A.03571,01,400,405.849,411.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08,Market F,Plant E,Category D,A.03571,01,200,202.9245,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08,Market F,Plant E,Category D,A.03571,01,400,405.849,411.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09,Market F,Plant E,Category C,A.03580,01,3885,6150,6480,2340,1899.9,1899.9,1899.639,1876.5,1886.3888,1800,1799.699,1759.993,1727.5690000000002,0,0,70.69,121.11,39.419,241.608,163.901,731.767,263.231,30.49,32.2,33.153
2020-01,Market F,Plant E,Category B,A.03674,02,0,0,0,2700,9999.9,3999.6,3999.6,3600,1631.7093,481,446.329,633.8,472.452,0,0,0,0,0,0,55.92,2.792,70.182,0,343.558,0
2020-01,Market F,Plant E,Category D,A.03676,01,,0,,,2025,900,982.551,981.274,845.066,979,979,936.836,911.7650000000001,0,0,0,0,0,0,0,0.856,25.242,12.646,674.301,198.72
2020-01,Market F,Plant E,Category D,A.03676,01,,0,,,,2025,2025,2025,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07,Market F,Plant E,Category D,A.02453,02,8900,8010,8010,6300,2700,2700,900,0,0,0,0,0,0,,,,,,,,,,,,
2020-02,Market F,Plant E,Category D,A.03680,01,,227.143,230,414,418.5,413.1,670.5,558,562.032,422.924,422.924,437.88940537,424.773,0,0,0,0,0,0,0,0.986,48.928,22.499,220.8,131.56
2020-03,Market F,Plant E,Category B,A.03710,01,,,,1250,1250,,500,450,450,200,364,203.274,200,0,0,0,0,0,0,0,0,0,0,0,200
2020-04,Market F,Plant E,Category F,A.03725,03,1656.764,1680.9905,1134.4,1134.4,1100,1100,1100,999.9,999.9,400,400,401.69454998519495,400,0,0,0,0,0,0,0,0,0,0,0,400
2020-04,Market F,Plant E,Category B,A.03727,01,,,,,,,,,,300,180,387,170,0,0,0,0,0,0,0,0,0,0,130,40
2020-05,Market F,Plant E,Category C,A.03757,01,450,450,0,0,0,0,90,90,144,144,144,194,194,0,0,0,0,0,0,0,0,0,0,0,194
2020-05,Market F,Plant E,Category C,A.03760,01,,,,,,,,,,288,200,120,117.078,0,0,0,0,0,0,0,0,0,0,87.078,30
2019-07,Market F,Plant E,Category F,B.06028,03,,38.8467,38.8467,39.959773182000006,39.959773182000006,39.959773182000006,39.308,39.308,38.8999,38.8999,38.8999,38.493,54.878,-1.507,1.105,0.299,0,23,0,0,0,0,15.863,16.118,0
2019-10,Market F,Plant E,Category F,B.06060,03,,0,,,1.424,1.424,1.424,1.424,1.4240000000000004,1.4240000000000004,1.4240000000000004,1.4240000000000004,1.4240000000000004,5.339,-3.915,0,0,0,0,0,0,0,0,0,0
2019-07,Market F,Plant E,Category F,B.06348,03,,181.7046,188.1,92.116980141,92.388,82.039,112.981,112.981,102.833,112.753711649,111.935,111.935,111.935,4.033,32.989,16.347,-0.019,19.286,1.816,28.381,10.083,-0.981,0,0,0
2019-08,Market F,Plant E,Category F,B.06349,03,,0,101.68220000000001,97.11000000000001,98.991,103.5,102.367,102.367,102.377,98,102.377,102.377,102.377,18.881,11.899,0,71.597,-0.01,0.01,0,0,0,0,0,0
2019-07,Market F,Plant E,Category C,B.06350,03,,24,23.5991,23.5991,23.75,23.75,23.75,23.369056754999995,23.494,23.494,19.137,19.137,19.137,9.956,0,1.239,0,0,0,0,0,7.942,0,0,0
2019-10,Market F,Plant E,Category F,B.06352,03,,,,,,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0,0,0.006,0,0,0,0,0,0,0,0,0
2019-07,Market F,Plant E,Category F,B.06353,04,,37.080000000000005,37.800000000000004,37.728967364999995,37.921,35.76,35.76,35.76,36.079899999999995,36.079899999999995,36.079899999999995,36.042264132,36.071999999999996,16.855,3.408,0,0,0,13.701,0,2.108,0,0,0,0
2019-07,Market F,Plant E,Category C,B.06355,01,108,48.726,38.781,38.781,38.781,46.458,46.415,46.415,46.152,46.152,46.152,46.152,46.152,0,0,1.729,0,6.718,0,37.705,0,0,0,0,0
2019-07,Market F,Plant E,Category B,B.06356,01,,90.668,99.9,99.9,100.323,100.323,100.323,94.047584599,94.256,94.256,91.53,91.53,91.53000000000002,8.961,0,9.392,12.475,11.002,12.119,4.203,3.688,29.69,0,0,0
2019-09,Market F,Plant E,Category F,B.06813,03,2078.5035000000003,1813.5,2096.5284,1698.401391652,2826.449,2699.099,2222.708,2116.154,1926,1943,1807.048,1755,1823.5569999999998,0,0,0.556,68.766,106.705,199.225,297.889,85.225,111.25,55.241,911.58,-12.88
2019-08,Market F,Plant E,Category F,B.06814,03,,0,124.518,617.8136341192491,699.22,898.115,896.885,1011.818,1014,1088,1187,1173.661,1038.924,0,1.535,33.77,43.851,85.169,79.835,78.936,7.222,12.527,2.104,115.16,578.815
2019-09,Market F,Plant E,Category C,B.06815,01,150,150,135,135,136.482,134.637,134.637,132.66,133.714,133,128.397,135.49963294200003,133.929,0,0,0,1.009,0,0,0,102.792,22.965,2.463,4.7,0
2019-12,Market F,Plant E,Category B,B.06816,03,180,180,180,180,180,100,29.7,29.7,22.999499999999998,22.999499999999998,17.977,21.267181241,24.138,0,0,0,0,0,0,0,0,7.514,10.47,6.154,0
2019-07,Market F,Plant E,Category F,B.06818,04,,137.34,98.4636,307.224404578,306.9999,287,70,70,74.32990000000001,42,42.076,42.109690722999986,57.582,0,0,0,0,0,0.775,7.764,1.555,23.633,0.343,23.512,0
2020-02,Market F,Plant E,Category F,B.06819,04,345.159,350.17499999999995,472.5,472.5,442.2555,429.59999999999997,429.59999999999997,423.5733,610.6850000000001,610.6850000000001,593,624.305,644.48,0,0,0,0,0,0,0,0,360.003,38.53,61.905,184.042
2019-11,Market F,Plant E,Category C,B.06820,01,,,,,,162,162,90,117,115,115,115,114.616,0,0,0,0,0,0,0,0,0,43.616,0,71
,Market F,Plant E,Category D,FB.30525,03,50,50,51,51,52,52,51.3125,51.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category D,FB.30526,04,400,405.849,400,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category B,FB.31019,04,999.75,999.75,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category B,FB.50665,01,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category B,FB.50668,01,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category B,FB.50670,01,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category D,FB.50677,03,65,65.95,65.95,65.95,67.5,66.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category D,FB.50678,03,50,50.731,50.731,50.731,52.016,52.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category D,FB.50685,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category D,FB.50686,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category F,FB.50709,03,524.64225,532.3125,540,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category F,FB.50710,03,76.702,77.8,78.5,78.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category F,FB.50711,03,326.01599999999996,330.75,335.475,335.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category F,FB.50712,03,184.08525,186.75,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category D,FB.50821,03,25,25,25,25,26.008,26.008,26.008,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category C,FB.51056,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category C,FB.51057,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05,Market F,Plant E,Category D,B.06822,01,200,202.925,205.81,205.81,208.065,205,205,202.5,203.833,102,66.85,71.663,67,0,0,0,0,0,0,0,0,0,0,0,67
,Market F,Plant E,Category C,FB.51064,02,315,319.5,324,324,327.702,486,456.0003,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category C,FB.51764,01,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category D,FB.51813,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category C,FB.55125,01,,0,,1350,1350,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category F,GRA-FB_GS_2272_4769-rb,03,,,,,,,0,0,0,-95,-95,-95,-95,0,0,0,0,-95,0,0,0,0,0,0,0
,Market F,Plant E,Category D,,04,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category C,,02,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category D,,01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category D,,01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category D,,01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category D,,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category D,,01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category D,,01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category C,,01,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category C,,01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category C,,01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category C,,01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category B,,01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category B,,01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Market F,Plant E,Category C,,01,,,,,,450,0,0,0,0,0,0,0,,,,,,,,,,,,
,Market F,Plant E,Category B,,02,7800,7020,7020,10800,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
,Market F,Plant E,Category C,,02,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,
,Market F,Plant E,Category C,,02,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,
,Market F,Plant E,Category C,,01,,,,0,0,180,0,0,0,0,0,0,0,,,,,,,,,,,,
,Market F,Plant E,Category C,,01,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,
,Market F,Plant E,Category C,,01,1500,1350,1350,0,0,630,540,0,360,0,0,0,0,,,,,,,,,,,,
,Market F,Plant E,Category C,,01,,,,,,900,0,0,0,0,0,0,0,,,,,,,,,,,,
,Market F,Plant E,Category D,,01,,,,4860,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
,Market F,Plant E,Category E,,04,,,1260,0,1660,1660,0,0,0,0,0,0,0,,,,,,,,,,,,
,Market F,Plant E,Category B,,01,,,,,,1503,0,0,0,0,0,0,0,,,,,,,,,,,,
,Market F,Plant E,Category B,,01,,,2250,1000,1000,2500,1000,0,0,0,0,0,0,,,,,,,,,,,,
,Market F,Plant E,Category C,,01,,,2750,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
,Market F,Plant E,Category C,,01,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
,Market F,Plant E,Category B,,01,,,,,,1485,0,0,0,0,0,0,0,,,,,,,,,,,,
,Market F,Plant E,Category B,,01,4000,3600,3600,1000,1000,0,0,0,0,0,0,0,0,,,,,,,,,,,,
,Market F,Plant E,Category B,,02,,,,,,1980,1000,1000,0,0,0,0,0,,,,,,,,,,,,
