,,,,,,,,,,,,,,,,,,, Monthly Spending ,,,,,,,,,,,,
Last Seen Month,Region,Site,Business Category,Project No.,Capital Classification, FIRM , Jul , Aug , Sep , Oct , Nov , Dec , Jan , Feb , Mar , Apr , May , Jun , J , A , S , O , N , D , J , F , M ,A,M,J,
,Market E,Dummy,Category C,N/A,03,,,,,,,,, 72 , 72 , -   , -   , -   ,,,,,,,,,,,,,
,Market F,Dummy,Category F,ZZ.FB.AAJK.CWIP,01,,,,,, 956 , 956 , 956 , 52 , 52 , 52 , 956 , 956 , 1 , 28 , 3 , 3 , 3 , 13 , 13 , 12 , 12 ,867,, -   ,
,Market F,Dummy,Category F,ZZ.FB.AAJK.CWIP.N,01,,,,,, (104), (104), (104), (66), (66), (66), (971), (971), -   , (28), (28), (3), (3), (3), (14), (12), (12), -   , (867), -   ,
,Market E,Dummy,Category F,ZZ.FB.AAJK.CWIP.N,04,,,," 1,994 ", -   ," 1,994 "," 1,994 "," 1,994 ", 886 , 886 ," 2,216 "," 2,216 "," 1,994 ", -   , -   , 222 , 222 , 222 , 222 , 222 , 222 , 222 , 222 ,, 222 ,
,Market E,Dummy,Category F,ZZ.FB.AAJK.CWIP.N,04,,,," (2,216)", (222)," (2,216)"," (2,216)"," (2,216)"," (1,108)"," (1,108)"," (2,437)"," (2,437)"," (2,216)", -   , (222), (222), (222), (222), (222), (222), (222), (222), (222),, (222),
,Market F,Plant H,Category F,A.04103,03,,,, -   ," 12,240 "," 12,013 "," 11,596 "," 11,435 "," 11,428 "," 11,428 "," 11,419 "," 11,334 "," 11,334 ", -   , -   , -   , -   , 72 , -   ," 11,055 ",, 38 , 44 ,, 125 ,
,Market F,Plant H,Category F,A.04180,04,,,,,,,,, 750 , 500 , 500 , 292 , 292 ,,,,,,,,, -   , -   ,, 292 ,
,Market F,Plant H,Category C,A.04180,02,,,,,,,,, 300 , 100 , 100 , 161 , 161 ,,,,,,,, -   , -   , -   ,, 161 ,
2019-10,Market E,Plant D,Category C,A.03568,02, 198 , 145 , 144 , 137 , 137 , 133 , 143 , 143 , 138 , 128 , 127 , 115 , 116 , -   , 4 , 7 , 9 , 60 , 2 , -   , 24 , (26)," 1,717 "," (1,701)", 20 ,
2020-03,Market E,Plant D,Category C,A.03699,02,,,, 29 , 29 , 24 , 29 , 29 , 25 , 28 , 11 , 11 , 11 , -   , 1 , 3 , -   , 5 , -   , -   , 3 , (0), -   , -   , -   ,
2019-09,Market E,Plant D,Category F,B.06805,03,,,, 0 , 12 , 8 , 8 , 8 , 8 , 8 , 8 , 8 , 14 , -   , 0 , 11 , (4), 0 , -   , -   ,, -   , -   , 6 , -   ,
,Market E,Plant D,Category F,B.07177,03,, 113 , 133 , 113 , 113 , 114 , 114 , 114 , 96 , 97 , 80 , 80 , 80 , 24 , (1), 54 , 1 , 0 , 17 , -   , 1 , (17), -   , -   , -   ,
,Market E,Plant D,Category F,B.07179,04,,,, 3 , 3 , 3 , 3 , (1), 2 , 2 , (8), (8), (8), -   , 3 , -   , (0), (1), (3), 3 ,, (9), -   , -   , -   ,
,Market E,Plant D,Category F,B.07211,01,,,,, -   , 0 , 0 , 0 , 0 , 0 , (5), (5), (5), -   , -   , -   , 0 , -   , -   , -   ,, (5), -   , -   , -   ,
,Market E,Plant D,Category F,B.07529,03, 315 , 237 , 237 , 323 , 323 , 332 , 424 , 499 , 717 , 677 , 742 , 616 , 409 , -   , 9 , 14 , 7 , 6 , 57 , 4 , 20 , 32 , 21 , 57 , 182 ,
,Market E,Plant D,Category F,B.07531,04, 205 , 205 , 205 , 117 , 117 , 117 , 117 , 310 , 323 , 323 , 429 , 395 , 324 , -   , -   , -   , -   , -   , 16 , -   , 6 , 153 , 5 , 35 , 110 ,
,Market E,Plant D,Category F,B.07531,04,,,,,,,, 366 , 360 , 183 , -   , -   , -   ,,,,,,,,,, -   ,, -   ,
,Market E,Plant D,Category C,FB.25015,04, 150 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,Market E,Plant D,Category C,FB.31001,03, 85 , 85 , 85 , 85 , 85 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,Market E,Plant D,Category C,FB.38261,04, 135 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,Market E,Plant D,Category F,FB.45812,03, 56 , 56 , 56 , 56 , 56 , 56 , 56 , 25 , 25 , 25 , 25 , -   , 25 , -   , -   , -   , -   , -   , -   , -   ,, -   , -   ,, 25 ,
,Market E,Plant D,Category C,FB.47545,01, 405 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,Market E,Plant D,Category C,FB.51085,01, 100 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,Market E,Plant D,Category C,FB.54067,01,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,Market E,Plant D,Category C,FB.56212,01, 360 , 459 , 549 , 466 , 300 , 300 , 200 , 200 , 98 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   , -   ,,,
,Market E,Plant D,Category C,FB.82190,04,,,,,,,,,, 90 , -   , -   , -   ,,,,,,,,,,,,,
,Market E,Plant D,Category F,FB.82190,04,,,,,, 200 , 250 , 250 , 75 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   , -   ,,,
,Market E,Plant D,Category C,,01,,,,,,,,,,,, 100 , 100 ,,,,,,,,,, -   , -   , 100 ,
2019-07,Market F,Plant E,Category D,A.02453,02, 338 ," 1,047 "," 1,040 "," 1,040 "," 7,794 "," 7,794 "," 7,083 "," 6,753 "," 6,652 "," 5,660 "," 5,715 "," 5,687 "," 6,262 ", 22 , 42 , 59 , 194 , 427 , 94 , 463 , 128 ," 1,073 ", (532)," 2,921 "," 1,372 ",
2019-07,Market F,Plant E,Category D,A.02460,01,, 93 , 181 , 181 , 181 , 180 , 215 , 214 , 214 , 215 , 215 , 213 , 211 , -   , 34 , 31 , 46 , 39 , 19 , 13 , -   , -   , 15 , 28 , (15),
2019-07,Market F,Plant E,Category E,A.03273,04, 773 , 900 , 900 , 752 , 752 , 746 , 746 , 739 , 482 , 432 , 468 , 491 , 518 , 68 , 193 , 42 , 41 , -   , -   , -   ,, 123 , -   , 32 , 20 ,
2019-07,Market F,Plant E,Category B,A.03318,02,, 4 , 5 , 43 , 43 , 43 , 43 , 43 , 43 , 43 , 43 , 43 , 43 , 5 , 38 , -   , -   , -   , -   , -   ,, -   , -   , -   , -   ,
2019-07,Market F,Plant E,Category B,A.03395,02,, 64 , 63 , 64 , 64 , 64 , 64 , 64 , 64 , 64 , 64 , 64 , 64 , -   , -   , 64 , -   , -   , -   , -   ,, -   , -   , -   , -   ,
2020-01,Market F,Plant E,Category B,A.03674,02,,,,,,,,,,,, (140), -   ,,,,,,,,,, -   ,,,
2020-01,Market F,Plant E,Category D,A.03676,01," 1,260 "," 1,494 "," 1,414 "," 1,414 "," 1,080 "," 1,066 ", 405 , 396 , 398 , 359 , 350 , 351 , 342 , 63 , 54 , 23 , 12 , 0 , 19 , 19 , 26 , 30 , 14 , 82 , -   ,
2020-03,Market F,Plant E,Category B,A.03710,01, 225 , 225 , 225 , 225 , 225 , 223 , 118 , 116 , 116 , 109 , 109 , 109 , 109 , 8 , (0), 21 , -   , -   , 87 , -   , (7), -   , -   , -   , -   ,
2020-04,Market F,Plant E,Category B,A.03727,01, 225 , 315 , 315 , 315 , 286 , 286 , 286 , 286 , 286 , 286 , 286 , 286 , 286 , 7 , 120 , 159 , -   , -   , -   , -   ,, -   , -   , -   , -   ,
2020-05,Market F,Plant E,Category C,A.03757,01, 30 , 59 , 68 , 68 , 68 , 67 , 66 , 66 , 66 , 66 , 66 , 66 , 66 , -   , -   , -   , -   , 66 , -   , -   , -   , -   , -   , -   , -   ,
2020-05,Market F,Plant E,Category C,A.03760,01, 720 , 558 , 599 , 666 , 666 , 659 , 505 , 501 , 501 , 507 , 509 , 561 , 561 , 37 , 152 , 78 , 9 , 18 , 163 , 4 , -   , 24 , 24 , 53 , -   ,
,Market F,Plant E,Category F,A.03836,03, 270 , 270 , 270 , 270 , 332 , 331 , 331 , 330 , 330 , 313 , 304 , 304 , 304 , -   , 2 , 274 , -   , 1 , 2 , -   , -   , 26 , -   ,, -   ,
,Market F,Plant E,Category B,A.03866,02, 288 , 288 , 288 , 288 , 288 , 285 , 200 , 198 , 198 , 198 , 188 , 188 , 188 , 39 , -   , -   , 8 , 0 , 141 , -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category C,A.03868,01,, 18 , 18 , 18 , 18 , 18 , 18 , 18 , 18 , 18 , 18 , 18 , 18 , -   , 18 , -   , -   , -   , -   , -   , -   , -   , -   ,, -   ,
,Market F,Plant E,Category B,A.03886,01,," 2,625 "," 2,625 "," 2,625 "," 2,625 "," 1,749 "," 1,403 "," 1,388 "," 1,000 ", 837 , 740 , 723 , 723 , -   , 0 , 4 , 0 , 63 , 163 , 110 , 8 , 83 , 262 , 3 , 27 ,
