,,,,,,,,,,,,,,,,,,, Monthly Spending ,,,,,,,,,,,,
Last Seen Month,Region,Site,Business Category,Project No.,Capital Classification, FIRM , Jul , Aug , Sep , Oct , Nov , Dec , Jan , Feb , Mar , Apr , May , Jun , J , A , S , O , N , D , J , F , M ,A,M,J,
,Market F,Plant E,Category C,A.03889,04, 360 , 720 , 720 , 720 , 720 , 720 , 670 , 668 , 667 , 631 , 631 , 655 , 653 , (0), 118 , 359 , 15 , 30 , 86 , -   , 14 , -   , 1 , 31 , (3),
,Market F,Plant E,Category B,A.03897,01, 360 , 360 , 360 ," 1,710 "," 1,710 "," 1,690 "," 1,501 "," 1,488 "," 1,364 "," 1,250 "," 1,238 "," 1,239 "," 1,234 ", 25 , 124 , 22 , 181 , 224 , 129 , 37 , 23 , 193 , 34 , 89 , 153 ,
,Market F,Plant E,Category C,A.03918,01, 270 , 270 , 270 , 270 , 270 , 270 , 361 , 359 , 357 , 312 , 312 , 316 , 316 , 1 , 24 , 168 , 12 , 8 , 3 , -   , 89 , -   , 12 ,, -   ,
,Market F,Plant E,Category D,A.03923,04, 180 , 180 , 179 , 179 , 179 , 178 , 143 , 135 , 135 , 125 , 125 , 125 , 125 , 16 , 46 , 17 , 19 , 12 , 9 , -   , 5 , -   , -   ,, -   ,
,Market F,Plant E,Category C,A.03927,01," 5,130 "," 4,200 "," 3,000 "," 3,000 "," 3,000 "," 1,500 "," 1,403 ", 500 , 250 , -   , (0), (0), (0), -   , (0), -   , -   , 7 , -   , -   , -   , (6), -   ,, -   ,
,Market F,Plant E,Category B,A.03943,02, 225 , 225 , 225 , 225 , 225 , 222 , 189 , 187 , 187 , 187 , 187 , 186 , 186 , 7 , -   , 1 , 39 , -   , 132 , -   ,, -   , 7 ,, -   ,
,Market F,Plant E,Category C,A.03947,02," 1,530 "," 1,530 ", 540 , 540 , 540 , 533 , 189 , 185 , 184 , 178 , 178 , 177 , 176 , -   , -   , -   , -   , -   , 103 , -   , -   , 58 , -   , 15 , -   ,
,Market F,Plant E,Category F,A.03948,04," 4,838 "," 4,838 "," 4,838 "," 3,499 "," 3,519 "," 3,541 "," 3,991 "," 4,023 "," 4,004 "," 3,878 "," 3,726 "," 3,698 "," 3,762 ", 50 , 48 , 121 ," 2,041 ", 143 , 280 , 151 , 27 , 228 , 68 , 219 , 385 ,
,Market F,Plant E,Category C,A.04004,01," 2,394 "," 2,340 "," 2,340 "," 2,500 "," 2,500 "," 2,473 "," 2,034 "," 2,016 "," 1,786 "," 1,818 "," 1,827 "," 1,767 "," 1,761 ", -   , 32 , 312 , 330 , 65 , 485 , 107 , 57 , 111 , 157 , 100 , 7 ,
,Market F,Plant E,Category B,A.04009,01," 2,000 ", 430 , 430 , 430 , 430 , 426 , 376 , 374 , 338 , 339 , 342 , 342 , 342 , -   , 33 , 22 , 156 , 9 , 78 , 13 , 2 , 26 , 3 ,, -   ,
,Market F,Plant E,Category B,A.04010,04, 630 , 990 , 896 , 896 , 900 , 885 , 715 , 705 , 698 , 514 , 504 , 497 , 506 , -   , -   , 34 , 10 , 12 , 62 , 62 , 9 , 175 , 26 , 40 , 75 ,
,Market F,Plant E,Category C,A.04037,02, -   ," 3,600 "," 3,600 "," 3,600 "," 3,600 "," 3,555 "," 1,314 "," 1,296 "," 1,278 "," 1,209 "," 1,204 "," 1,136 ", 965 , -   , -   , 2 , 4 , 9 , 60 , 26 , 72 , 239 , 4 , 486 , 64 ,
,Market F,Plant E,Category B,A.04041,01, -   ," 1,500 "," 1,500 "," 1,500 "," 1,800 ", 700 , 825 , 700 , 693 , 539 , 555 , 390 , 238 , -   , -   , -   , 1 , 14 , 45 , (0), -   , 34 , 54 , 23 , 69 ,
,Market F,Plant E,Category D,A.04042,01,,, 300 , 300 , 300 , 300 , 300 , 300 , 246 , 209 , 209 , 228 , 209 , -   , -   , -   , -   , 58 , 0 , 118 , 14 , 5 , 0 , 14 , -   ,
,Market F,Plant E,Category F,A.04043,04, -   , 720 , 720 , 720 , 725 , 711 , 711 , 703 , 692 , 674 , 673 , 671 , 642 , -   , -   , 122 , (0), -   , -   , -   , 233 , 248 , 39 ,, -   ,
,Market F,Plant E,Category F,A.04044,04, -   ," 1,500 "," 1,500 "," 1,500 "," 1,500 "," 1,500 "," 1,272 "," 1,254 "," 1,239 ", 428 , 402 , 357 , 360 , -   , -   , 30 , (0), 6 , 123 , 25 , 9 , 127 , 16 , 5 , 20 ,
,Market F,Plant E,Category B,A.04052,04, 900 ," 2,700 "," 2,700 "," 3,000 "," 3,000 "," 2,950 "," 3,550 "," 3,500 "," 3,459 "," 3,313 "," 3,216 "," 3,236 "," 3,204 ", -   , -   , 241 , 9 , 3 , 61 , 135 , 39 , 120 , 609 , 281 ," 1,705 ",
,Market F,Plant E,Category D,A.04057,01, 750 , 400 , 100 , 100 , 770 , 756 , 752 , 414 , 284 , 208 , 208 , 272 , 233 , -   , -   , -   , -   , 104 , 32 , 7 , 26 , 35 , 14 , 15 , -   ,
,Market F,Plant E,Category B,A.04058,01," 1,950 "," 1,215 "," 1,215 "," 1,215 ", 630 , 618 , 527 , 520 , 401 , 453 , 443 , 378 , 414 , -   , -   , -   , -   , -   , 99 , (0), 117 , 82 , 33 , 40 , 42 ,
,Market F,Plant E,Category F,A.04124,03,,,,,,, 297 , 297 , 297 , 126 , 125 , 38 , 37 , -   , -   , -   , -   , -   , -   , -   ,, -   , 26 , 11 , -   ,
,Market F,Plant E,Category B,A.04127,04," 1,000 ", -   , 500 , 500 , 500 , 540 , 360 , 360 , 278 , 339 , 346 , 335 , 187 , -   , -   , -   , -   , -   , -   , -   , 60 , 88 , 10 , 28 , 1 ,
,Market F,Plant E,Category C,A.04167,01, 550 , 550 ," 1,500 "," 1,500 "," 1,500 "," 1,500 "," 1,050 ", 375 , 333 , 66 , 200 , 120 , 120 , -   , -   , -   , -   , -   ,, -   , -   , -   , -   ,, 120 ,
,Market F,Plant E,Category D,A.04195,02,,,,,,,,," 2,250 "," 2,250 "," 2,250 "," 2,000 "," 2,000 ",,,,,,,,,,,," 2,000 ",
,Market F,Plant E,Category F,A.04196,04, 680 , 680 , 680 , 680 , 680 , 44 , 44 , 44 , 44 , 44 , 44 , 43 , 43 , -   , -   , -   , -   , -   ,,,,, -   ,, 43 ,
,Market F,Plant E,Category F,FB.24170,03,,,,,,,,,,,, 109 , 109 ,,,,,,,,,,,, 109 ,
,Market F,Plant E,Category F,B.07183,03,,,, 914 , 112 , 111 , 58 , 58 , 58 , 58 , 56 , 56 , 56 , -   , 52 , -   , 2 , 1 , 0 , 0 , 0 , 1 , -   ,, -   ,
,Market F,Plant E,Category F,B.07184,03,,,, 40 , 45 , 45 , 45 , 45 , 45 , 45 , 45 , 45 , 45 , -   , 6 , 39 , -   , -   , -   , -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category D,B.07218,01,, 36 , 36 , 36 , 36 , 35 , 35 , 34 , 34 , 34 , 34 , 34 , 34 , 10 , -   , -   , 14 , -   , 11 , -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category C,B.07219,01, 43 , 43 , 43 , 43 , 43 , 43 , 27 , 27 , 26 , 8 , 8 , 8 , 8 , -   , 0 , 4 , -   , -   , 3 , -   , -   , -   , -   ,, -   ,
,Market F,Plant E,Category C,B.07537,03,, -   , 60 , - , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category F,B.07535,03," 3,913 "," 4,206 "," 4,206 "," 2,961 "," 2,485 "," 2,441 "," 2,492 "," 1,941 "," 1,919 "," 2,006 "," 2,009 "," 1,787 "," 1,548 ", -   , -   , 4 , 178 , 114 , 110 , 155 , 126 , 96 , 118 , 332 , 314 ,
,Market F,Plant E,Category F,B.07536,03,,,,," 1,212 "," 1,190 "," 1,190 "," 1,693 "," 1,670 "," 1,683 "," 1,677 "," 1,597 "," 1,776 ", -   , -   , -   , 52 , 0 , 3 , 29 , 71 , 75 , 92 , 357 ," 1,097 ",
,Market F,Plant E,Category C,B.07537,03, 150 , 150 , 150 , 150 , 150 , 148 , 36 , 36 , 56 , 55 , 42 , 20 , 20 , -   , 5 , (5), -   , -   , -   , -   , -   , -   , 20 ,, -   ,
,Market F,Plant E,Category B,B.07538,03, 225 , 225 , 225 , 225 , 225 , 222 , 263 , 259 , 322 , 315 , 168 , 112 , 108 , -   , -   , 2 , -   , 2 , -   , -   ,, -   , 3 , 61 , 40 ,
,Market F,Plant E,Category D,B.07539,03, 375 , 300 , 300 , 300 , 300 , 300 , 150 , 150 , 180 , 130 , 78 , 74 , 65 , -   , -   , -   , -   , -   ,,, -   , -   , 11 , 12 , 42 ,
,Market F,Plant E,Category F,B.07540,04, 513 , 513 , 513 , 513 , 483 , 475 , 333 , 327 , 235 , 235 , 235 , 225 , 218 , -   , 3 , 5 , 9 , 8 , 15 , -   , 8 , 12 , 12 , 30 , 118 ,
,Market F,Plant E,Category C,FB.16651,02,,, 750 , 540 , 540 , 540 , 150 , 150 , 150 , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category F,B.07541,04,,,,, 32 , 32 , 32 , 32 , 31 , 41 , 31 , 31 , 31 , -   , -   , -   , 18 , 2 , 0 , -   , 10 , -   , -   ,, -   ,
,Market F,Plant E,Category F,FB.24915,03, 293 , -   , -   , 293 , 293 , 293 , 225 , 225 , 225 , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,Market F,Plant E,Category F,FB.24916,03, 56 , 56 , 56 , 56 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category C,FB.35338,04, 375 , 375 , 375 , 375 , 375 , 375 , 100 , 100 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category B,FB.35545,01,,,," 1,000 "," 1,000 ", 500 , 50 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category C,FB.36496,04, -   , -   , - , - , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category B,B.07552,04,,,,, -   , 198 , 98 , 97 , 96 , 61 , 61 , 97 , 91 , -   , -   , -   , -   , -   , 33 , (0), 0 , 23 , -   , 31 , 4 ,
,Market F,Plant E,Category C,FB.51056,01,,,,,,,, 200 , -   , -   , -   , -   , -   ,,,,,,,,,,,,,
,Market F,Plant E,Category C,FB.51059,03,,,,, -   ," 1,250 ", 200 , -   , 200 , 100 , -   , -   , -   , -   , -   , -   , -   , -   ,, -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category B,FB.55415,01," 1,650 "," 1,710 "," 1,350 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category C,FB.58292,04," 1,050 ", -   , - , - , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category C,FB.58295,04, 400 , -   , - , -   , -   , 338 , 338 , 100 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category C,FB.58296,01," 1,200 "," 1,200 "," 1,200 "," 1,200 "," 1,200 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category B,FB.58297,01," 3,000 "," 1,000 "," 1,000 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,Market F,Plant E,Category C,FB.58298,01, -   , -   , - , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category C,FB.58299,04, 150 , -   , - , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category B,FB.58367,01," 1,500 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category B,FB.58370,01, 200 , 200 , 200 , 200 , 200 , 150 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,, -   ,
,Market F,Plant E,Category B,FB.58372,01, 200 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category B,FB.58375,01, 200 , 200 , 200 , 200 , 200 , 150 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,, -   ,
,Market F,Plant E,Category B,FB.58379,04, 750 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category D,FB.58387,01, 500 , 250 , 250 , 250 , 100 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category D,FB.58388,01, 300 , 150 , 150 , 150 , 100 , 125 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category D,FB.58389,01, 200 , 100 , 100 , 100 , 100 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category E,FB.24173,03, 100 , -   , -   , 150 , 150 , 150 , 150 , 150 , 100 , 100 , 63 , 60 , 60 , -   , -   , -   , -   , -   ,,,,,,, 60 ,
,Market F,Plant E,Category D,FB.58391,01, 100 , 100 , -   , -   , 25 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category D,FB.58390,01, 100 , 100 , 100 , 100 , 25 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category D,FB.60675,04, 750 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category F,FB.64701,04, 550 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   , -   ,, -   ,
,Market F,Plant E,Category D,FB.58392,04, 750 , 750 , 750 , 750 , 750 , 500 , 200 , 200 , 200 , 100 , 100 , 82 , 82 , -   , -   , -   , -   , -   ,,,,, -   ,, 82 ,
,Market F,Plant E,Category D,N/A,02,,,," 1,300 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   , -   ,, -   ,
,Market E,Plant F,Category C,FB.50913,02,,,,,,, 188 , 375 , -   , -   , -   , -   , -   ,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,, -   ,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,, -   ,,,,,,,,,,,,,
,,,,,," 68,646 "," 69,612 "," 69,112 "," 69,436 "," 86,775 "," 82,266 "," 71,336 "," 66,771 "," 65,773 "," 57,971 "," 57,463 "," 54,987 "," 54,705 ", 798 ," 1,642 "," 2,552 "," 3,531 "," 1,954 "," 4,082 "," 13,090 "," 1,630 "," 4,824 "," 4,997 "," 4,474 "," 11,132 ",
,,,,,,,,,,,,,,,,,,, 798 ," 2,440 "," 4,992 "," 8,523 "," 10,477 "," 14,559 "," 27,649 "," 29,279 "," 34,102 "," 39,099 "," 43,573 "," 54,705 ",
,,,,,,,,,,,,,,,,,,, 0.8 , 2.4 , 5.0 , 8.5 , 10.5 , 14.6 , 27.6 , 29.3 , 34.1 , 39.1 , 43.6 , 54.7 ,
,,,,,,,,,,,,,,,,,,,1%,4%,9%,16%,19%,27%,51%,54%,62%,71%,80%,100%,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 8,734 ",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,DL,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FE,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,GPO,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"74$M at risk, dispatch UK-SGP-PHP, 2nd wk of Jun",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,60$M at risk,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
